locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFGBILMD_00370	CDS	663				hypothetical protein
GFGBILMD_00371	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
GFGBILMD_00372	CDS	777				hypothetical protein
GFGBILMD_00373	tRNA	73				tRNA-Gly(ccc)
GFGBILMD_00374	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
GFGBILMD_00375	CDS	615				hypothetical protein
GFGBILMD_00376	CDS	855				hypothetical protein
GFGBILMD_00377	CDS	663				hypothetical protein
GFGBILMD_00378	CDS	387				putative protein
GFGBILMD_00379	CDS	1863	dnaK_2			Chaperone protein DnaK
GFGBILMD_00380	CDS	1230				hypothetical protein
GFGBILMD_00381	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
GFGBILMD_00382	CDS	657				hypothetical protein
GFGBILMD_00383	CDS	717				hypothetical protein
GFGBILMD_00384	CDS	483				hypothetical protein
GFGBILMD_00385	CDS	726	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
GFGBILMD_00386	CDS	9546				hypothetical protein
GFGBILMD_00387	CDS	909				hypothetical protein
GFGBILMD_00388	CDS	633				hypothetical protein
GFGBILMD_00389	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
GFGBILMD_00390	CDS	222	vapB2			Antitoxin VapB2
GFGBILMD_00391	CDS	303				Toxin
GFGBILMD_00392	CDS	228				Antitoxin
GFGBILMD_00393	CDS	1776	PE_PGRS5			PE-PGRS family protein PE_PGRS5
GFGBILMD_00394	CDS	1398		3.1.6.-		Ulvan-active sulfatase
GFGBILMD_00395	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
GFGBILMD_00396	CDS	786	tam	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
GFGBILMD_00397	CDS	1212				hypothetical protein
GFGBILMD_00398	CDS	996	eccE3			ESX-3 secretion system protein EccE3
GFGBILMD_00399	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
GFGBILMD_00400	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
GFGBILMD_00401	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
GFGBILMD_00402	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
GFGBILMD_00403	CDS	294	esxG			ESAT-6-like protein EsxG
GFGBILMD_00404	CDS	1542	PPE4_1		COG5651	PPE family protein PPE4
GFGBILMD_00405	CDS	309	PE5_1			PE family immunomodulator PE5
GFGBILMD_00406	CDS	3993	eccC3		COG1674	ESX-3 secretion system protein EccC3
GFGBILMD_00407	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
GFGBILMD_00408	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
GFGBILMD_00409	CDS	909		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GFGBILMD_00410	CDS	1611	PPE3		COG5651	putative PPE family protein PPE3
GFGBILMD_00411	CDS	261				hypothetical protein
GFGBILMD_00412	CDS	2709				hypothetical protein
GFGBILMD_00413	CDS	2808				hypothetical protein
GFGBILMD_00414	CDS	174				Antitoxin VapB25
GFGBILMD_00415	CDS	429		3.1.-.-		Ribonuclease VapC25
GFGBILMD_00416	CDS	921			COG3662	putative protein
GFGBILMD_00417	CDS	735				hypothetical protein
GFGBILMD_00418	CDS	582				NCBIFAM: FosA/FosA2 family fosfomycin resistance glutathione transferase
GFGBILMD_00419	CDS	621				hypothetical protein
GFGBILMD_00420	CDS	1134				hypothetical protein
GFGBILMD_00421	CDS	2196		1.3.99.-		Acyl-CoA dehydrogenase FadE34
GFGBILMD_00422	CDS	1683	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GFGBILMD_00423	CDS	1194				hypothetical protein
GFGBILMD_00424	CDS	258				hypothetical protein
GFGBILMD_00425	CDS	1392	narK_1		COG2223	Nitrate/nitrite transporter NarK
GFGBILMD_00426	CDS	3630				hypothetical protein
GFGBILMD_00427	CDS	993				hypothetical protein
GFGBILMD_00428	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
GFGBILMD_00429	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
GFGBILMD_00430	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
GFGBILMD_00431	CDS	1410	narK_2		COG2223	Nitrate/nitrite transporter NarK
GFGBILMD_00432	CDS	1146				hypothetical protein
GFGBILMD_00433	CDS	744				hypothetical protein
GFGBILMD_00434	CDS	456				hypothetical protein
GFGBILMD_00435	CDS	1671	PPE2		COG5651	putative PPE family protein PPE2
GFGBILMD_00436	CDS	1485	cobQ		COG1492	Cobyric acid synthase
GFGBILMD_00437	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
GFGBILMD_00438	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
GFGBILMD_00439	CDS	2511	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
GFGBILMD_00440	CDS	480				hypothetical protein
GFGBILMD_00441	CDS	294				putative protein
GFGBILMD_00442	CDS	822				hypothetical protein
GFGBILMD_00443	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
GFGBILMD_00444	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GFGBILMD_00445	CDS	1311				hypothetical protein
GFGBILMD_00446	CDS	489		1.5.1.37		Flavin reductase
GFGBILMD_00447	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
GFGBILMD_00448	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
GFGBILMD_00449	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GFGBILMD_00450	CDS	843				hypothetical protein
GFGBILMD_00451	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
GFGBILMD_00452	CDS	234				hypothetical protein
GFGBILMD_00453	CDS	567				hypothetical protein
GFGBILMD_00454	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
GFGBILMD_00455	CDS	174				Putative secreted protein.1
GFGBILMD_00456	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
GFGBILMD_00457	CDS	1449				hypothetical protein
GFGBILMD_00458	CDS	1374	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
GFGBILMD_00459	CDS	972	nrdB	1.-.-.-	COG0208	R2-like ligand binding oxidase
GFGBILMD_00460	CDS	690				hypothetical protein
GFGBILMD_00461	CDS	1707				hypothetical protein
GFGBILMD_00462	CDS	981	php		COG1735	Phosphotriesterase homology protein
GFGBILMD_00463	CDS	195				Putative antitoxin VapB51
GFGBILMD_00464	CDS	414		3.1.-.-	COG1487	Ribonuclease VapC51
GFGBILMD_00465	CDS	1299				hypothetical protein
GFGBILMD_00466	CDS	1281	porA			Porin PorA
GFGBILMD_00467	CDS	1731				hypothetical protein
GFGBILMD_00468	CDS	1155	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GFGBILMD_00469	CDS	765		2.1.1.-		putative methyltransferase
GFGBILMD_00470	CDS	1464	geoB	1.2.1.86		Geranial dehydrogenase
GFGBILMD_00471	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
GFGBILMD_00472	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
GFGBILMD_00473	CDS	1212				NCBIFAM: chloramphenicol hydrolase
GFGBILMD_00474	CDS	549				hypothetical protein
GFGBILMD_00475	CDS	1329				hypothetical protein
GFGBILMD_00476	CDS	909				NCBIFAM: chloramphenicol hydrolase
GFGBILMD_00477	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
GFGBILMD_00478	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
GFGBILMD_00479	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
GFGBILMD_00480	CDS	1317				hypothetical protein
GFGBILMD_00481	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
GFGBILMD_00482	CDS	1821	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
GFGBILMD_00483	CDS	1479				hypothetical protein
GFGBILMD_00484	CDS	1086				hypothetical protein
GFGBILMD_00485	CDS	594	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
GFGBILMD_00486	CDS	735				hypothetical protein
GFGBILMD_00487	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
GFGBILMD_00488	CDS	1104			COG0628	Putative transport protein
GFGBILMD_00489	CDS	1284				hypothetical protein
GFGBILMD_00490	CDS	411				Heme-binding protein
GFGBILMD_00491	CDS	2898			COG2409	Heme uptake protein MmpL11
GFGBILMD_00492	CDS	504				hypothetical protein
GFGBILMD_00493	CDS	690				hypothetical protein
GFGBILMD_00494	CDS	660				hypothetical protein
GFGBILMD_00495	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
GFGBILMD_00496	CDS	288				hypothetical protein
GFGBILMD_00497	CDS	348				hypothetical protein
GFGBILMD_00498	CDS	384	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
GFGBILMD_00499	CDS	222				hypothetical protein
GFGBILMD_00500	CDS	2019			COG4867	putative protein
GFGBILMD_00501	CDS	1380				hypothetical protein
GFGBILMD_00502	CDS	1572	purH		COG0138	Bifunctional purine biosynthesis protein PurH
GFGBILMD_00503	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
GFGBILMD_00504	CDS	1359				putative protein
GFGBILMD_00505	CDS	912				34 kDa antigenic protein 
GFGBILMD_00506	CDS	849			COG2141	putative protein
GFGBILMD_00507	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
GFGBILMD_00508	CDS	1164	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
GFGBILMD_00509	CDS	999				hypothetical protein
GFGBILMD_00510	CDS	2316	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
GFGBILMD_00511	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
GFGBILMD_00512	CDS	1662	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
GFGBILMD_00513	CDS	762		1.-.-.-	COG1028	putative oxidoreductase
GFGBILMD_00514	CDS	477	fpg2		COG0266	putative formamidopyrimidine-DNA glycosylase-like protein
GFGBILMD_00515	CDS	1041				hypothetical protein
GFGBILMD_00516	CDS	765				hypothetical protein
GFGBILMD_00517	CDS	867			COG2141	putative protein
GFGBILMD_00518	CDS	1935				NCBIFAM: metallo-beta-lactamase core region
GFGBILMD_00519	CDS	2280	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
GFGBILMD_00520	CDS	822	mku		COG1273	Non-homologous end joining protein Ku
GFGBILMD_00521	CDS	906	pstA2		COG0581	Phosphate transport system permease protein PstA 2
GFGBILMD_00522	CDS	1017	pstC1		COG0573	Phosphate transport system permease protein PstC 1
GFGBILMD_00523	CDS	1125	pstS1		COG0226	Phosphate-binding protein PstS 1
GFGBILMD_00524	CDS	831	pstB2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 2
GFGBILMD_00525	CDS	495	pstS2_1		COG0226	Phosphate-binding protein PstS 2
GFGBILMD_00526	CDS	675	pstS2_2			Phosphate-binding protein PstS2
GFGBILMD_00527	CDS	1995	pknD_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
GFGBILMD_00528	CDS	915	pstA1		COG0581	Phosphate transport system permease protein PstA 1
GFGBILMD_00529	CDS	975	pstC2		COG0573	Phosphate transport system permease protein PstC 2
GFGBILMD_00530	CDS	1113	pstS3		COG0226	Phosphate-binding protein PstS 3
GFGBILMD_00531	CDS	789		1.-.-.-		putative oxidoreductase
GFGBILMD_00532	CDS	1077	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
GFGBILMD_00533	CDS	738	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
GFGBILMD_00534	CDS	1287	mntH		COG1914	Divalent metal cation transporter MntH
GFGBILMD_00535	CDS	1065				hypothetical protein
GFGBILMD_00536	CDS	1653				IS607 family transposase IS1535
GFGBILMD_00537	CDS	582			COG2452	putative protein
GFGBILMD_00538	CDS	1320				IS256 family transposase IS1554
GFGBILMD_00539	tRNA	74				tRNA-Arg(cct)
GFGBILMD_00540	CDS	501				hypothetical protein
GFGBILMD_00541	CDS	456				hypothetical protein
GFGBILMD_00542	CDS	258				hypothetical protein
GFGBILMD_00543	CDS	1782	betS			Glycine betaine/proline betaine transporter BetS
GFGBILMD_00544	CDS	300				hypothetical protein
GFGBILMD_00545	CDS	1272				putative PPE family protein PPE29
GFGBILMD_00546	CDS	1239				hypothetical protein
GFGBILMD_00547	CDS	1509		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
GFGBILMD_00548	CDS	231				hypothetical protein
GFGBILMD_00549	CDS	474				hypothetical protein
GFGBILMD_00550	CDS	774			COG3324	Putative glyoxylase CFP32
GFGBILMD_00551	CDS	435				Toxin
GFGBILMD_00552	CDS	180				Antitoxin
GFGBILMD_00553	CDS	159				hypothetical protein
GFGBILMD_00554	CDS	2394	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
GFGBILMD_00555	CDS	1689				NCBIFAM: CMY2-MIR-ACT-EC family cephalosporin-hydrolyzing class C beta-lactamase
GFGBILMD_00556	CDS	1119			COG2220	putative protein
GFGBILMD_00557	CDS	732	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
GFGBILMD_00558	CDS	1488	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GFGBILMD_00559	CDS	711	prrA			Transcriptional regulatory protein PrrA
GFGBILMD_00560	CDS	1410	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
GFGBILMD_00561	CDS	528	arfC			putative membrane protein ArfC
GFGBILMD_00562	CDS	153	arfB			putative membrane protein ArfB
GFGBILMD_00563	CDS	981	arfA		COG2885	Peptidoglycan-binding protein ArfA
GFGBILMD_00564	CDS	264				putative protein
GFGBILMD_00565	CDS	1608			COG1233	putative protein
GFGBILMD_00566	CDS	1518	gltA2	2.3.3.16	COG0372	Citrate synthase 1
GFGBILMD_00567	CDS	1425		2.3.1.20		Putative diacyglycerol O-acyltransferase
GFGBILMD_00568	CDS	1110			COG2771	Putative HTH-type transcriptional regulator
GFGBILMD_00569	CDS	978		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GFGBILMD_00570	CDS	1530		1.14.13.-	COG2072	putative monooxygenase
GFGBILMD_00571	CDS	318				hypothetical protein
GFGBILMD_00572	CDS	615				hypothetical protein
GFGBILMD_00573	CDS	2649			COG2771	Putative HTH-type transcriptional regulator
GFGBILMD_00574	CDS	1122	citA	2.3.3.16	COG0372	Putative citrate synthase 2
GFGBILMD_00575	CDS	1065	spmT_1	3.1.4.12		Sphingomyelinase
GFGBILMD_00576	CDS	384	spmT_2	3.1.4.12		Sphingomyelinase
GFGBILMD_00577	CDS	150				hypothetical protein
GFGBILMD_00578	CDS	459			COG2764	putative protein
GFGBILMD_00579	CDS	1728	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
GFGBILMD_00580	CDS	1023				putative protein
GFGBILMD_00581	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
GFGBILMD_00582	CDS	762				putative protein
GFGBILMD_00583	CDS	285				hypothetical protein
GFGBILMD_00584	CDS	867	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GFGBILMD_00585	CDS	432			COG1846	putative HTH-type transcriptional regulator
GFGBILMD_00586	CDS	276				hypothetical protein
GFGBILMD_00587	CDS	1338				putative PPE family protein PPE40
GFGBILMD_00588	CDS	789				putative protein
GFGBILMD_00589	CDS	1533			COG0477	putative protein
GFGBILMD_00590	CDS	489				putative protein
GFGBILMD_00591	CDS	1161			COG4398	putative protein
GFGBILMD_00592	CDS	1953		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
GFGBILMD_00593	CDS	1830				hypothetical protein
GFGBILMD_00594	CDS	408				hypothetical protein
GFGBILMD_00595	CDS	390	yccF		COG3304	Inner membrane protein YccF
GFGBILMD_00596	CDS	1083	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
GFGBILMD_00597	CDS	279				hypothetical protein
GFGBILMD_00598	CDS	1080	rpfA	3.-.-.-		Resuscitation-promoting factor RpfA
GFGBILMD_00599	CDS	426	moaE2_2	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
GFGBILMD_00600	CDS	483	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
GFGBILMD_00601	CDS	504	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
GFGBILMD_00602	CDS	234				hypothetical protein
GFGBILMD_00603	CDS	2271				hypothetical protein
GFGBILMD_00604	CDS	1650				hypothetical protein
GFGBILMD_00605	CDS	2163	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
GFGBILMD_00606	CDS	1212	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
GFGBILMD_00607	CDS	1194	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
GFGBILMD_00608	CDS	474				hypothetical protein
GFGBILMD_00609	CDS	405				hypothetical protein
GFGBILMD_00610	CDS	1080	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
GFGBILMD_00611	CDS	444				hypothetical protein
GFGBILMD_00612	CDS	1683	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
GFGBILMD_00613	CDS	735				hypothetical protein
GFGBILMD_00614	CDS	828	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
GFGBILMD_00615	CDS	333				hypothetical protein
GFGBILMD_00616	CDS	1260	mdtH			Multidrug resistance protein MdtH
GFGBILMD_00617	CDS	1215	cysK2	2.5.1.-	COG0031	S-sulfocysteine synthase
GFGBILMD_00618	CDS	417	lpqS			Lipoprotein LpqS
GFGBILMD_00619	CDS	1515	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
GFGBILMD_00620	CDS	1278	narS	2.7.13.3	COG4585	putative sensor histidine kinase NarS
GFGBILMD_00621	CDS	651	narL		COG2197	putative transcriptional regulatory protein NarL
GFGBILMD_00622	CDS	1005	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
GFGBILMD_00623	CDS	1329				hypothetical protein
GFGBILMD_00624	CDS	243				hypothetical protein
GFGBILMD_00625	CDS	861	pip	3.4.11.5		Proline iminopeptidase
GFGBILMD_00626	CDS	813	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GFGBILMD_00627	CDS	327				NCBIFAM: D-Ala-D-Ala dipeptidase VanX
GFGBILMD_00628	CDS	285	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
GFGBILMD_00629	CDS	1029				hypothetical protein
GFGBILMD_00630	CDS	816				hypothetical protein
GFGBILMD_00631	CDS	414				hypothetical protein
GFGBILMD_00632	CDS	645				hypothetical protein
GFGBILMD_00633	tRNA	83				tRNA-Ala(ggc)
GFGBILMD_00634	CDS	1959				hypothetical protein
GFGBILMD_00635	CDS	414				PE-PGRS family protein PE_PGRS26
GFGBILMD_00636	tRNA	77				tRNA-Phe(gaa)
GFGBILMD_00637	tRNA	77				tRNA-Asp(gtc)
GFGBILMD_00638	tRNA	76				tRNA-Glu(ttc)
GFGBILMD_00639	tRNA	74				tRNA-Lys(ttt)
GFGBILMD_00640	CDS	816				hypothetical protein
GFGBILMD_00641	CDS	906		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GFGBILMD_00642	CDS	633	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
GFGBILMD_00643	CDS	324	kmtR		COG0640	HTH-type transcriptional regulator KmtR
GFGBILMD_00644	CDS	1083				hypothetical protein
GFGBILMD_00645	CDS	642				hypothetical protein
GFGBILMD_00646	CDS	1017	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
GFGBILMD_00647	CDS	1167	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
GFGBILMD_00648	CDS	2055	tagU	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GFGBILMD_00649	CDS	642	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
GFGBILMD_00650	CDS	777	pstB1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
GFGBILMD_00651	CDS	948	mshD	2.3.1.189	COG0456	Mycothiol acetyltransferase
GFGBILMD_00652	CDS	765				NCBIFAM: VanA-type vancomycin resistance DNA-binding response regulator VanR
GFGBILMD_00653	CDS	813				hypothetical protein
GFGBILMD_00654	CDS	423				hypothetical protein
GFGBILMD_00655	CDS	222				hypothetical protein
GFGBILMD_00656	CDS	1146	embR_1		COG1716	Transcriptional regulatory protein EmbR
GFGBILMD_00657	CDS	1137	moaA1_1	4.1.99.22	COG2896	GTP 3',8-cyclase 1
GFGBILMD_00658	CDS	375		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
GFGBILMD_00659	CDS	534	moaC1_1	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 1
GFGBILMD_00660	CDS	666				hypothetical protein
GFGBILMD_00661	CDS	615				hypothetical protein
GFGBILMD_00662	CDS	243				hypothetical protein
GFGBILMD_00663	CDS	429		3.1.-.-		Ribonuclease VapC44
GFGBILMD_00664	CDS	792	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
GFGBILMD_00665	CDS	1749	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
GFGBILMD_00666	CDS	435				hypothetical protein
GFGBILMD_00667	CDS	339	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
GFGBILMD_00668	CDS	402	cdd	3.5.4.5	COG0295	Cytidine deaminase
GFGBILMD_00669	CDS	1284	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
GFGBILMD_00670	CDS	1098	add	3.5.4.4	COG1816	Adenosine deaminase
GFGBILMD_00671	CDS	312	mtp			Pilin
GFGBILMD_00672	CDS	171				hypothetical protein
GFGBILMD_00673	CDS	933				hypothetical protein
GFGBILMD_00674	CDS	1263				hypothetical protein
GFGBILMD_00675	CDS	900	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
GFGBILMD_00676	CDS	717	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
GFGBILMD_00677	CDS	1605		5.4.2.8	COG1109	putative phosphomannomutase
GFGBILMD_00678	CDS	807	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
GFGBILMD_00679	CDS	1185		3.5.1.47		N-acetyldiaminopimelate deacetylase
GFGBILMD_00680	CDS	1170	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
GFGBILMD_00681	CDS	600				hypothetical protein
GFGBILMD_00682	CDS	1416	lpdA_1	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
GFGBILMD_00683	CDS	1758	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
GFGBILMD_00684	CDS	666	phoU1		COG0704	Phosphate-specific transport system accessory protein PhoU 
GFGBILMD_00685	CDS	918				hypothetical protein
GFGBILMD_00686	CDS	2910				hypothetical protein
GFGBILMD_00687	CDS	900				hypothetical protein
GFGBILMD_00688	CDS	768	nei1_1	3.2.2.-	COG0266	Endonuclease 8 1
GFGBILMD_00689	CDS	4542	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
GFGBILMD_00690	CDS	666				hypothetical protein
GFGBILMD_00691	CDS	810			COG1373	putative protein
GFGBILMD_00692	CDS	1485	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
GFGBILMD_00693	CDS	1248			COG5383	putative protein
GFGBILMD_00694	CDS	453				hypothetical protein
GFGBILMD_00695	CDS	1269	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
GFGBILMD_00696	CDS	378				hypothetical protein
GFGBILMD_00697	CDS	312				hypothetical protein
GFGBILMD_00698	CDS	438	rsbW		COG2172	Anti-sigma-F factor RsbW
GFGBILMD_00699	CDS	723	sigF		COG1191	RNA polymerase sigma factor SigF
GFGBILMD_00700	CDS	1803	carB_1			Carbamoyl-phosphate synthase large chain
GFGBILMD_00701	CDS	432			COG2166	putative SufE-like protein
GFGBILMD_00702	CDS	966	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
GFGBILMD_00703	CDS	669		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
GFGBILMD_00704	CDS	357				hypothetical protein
GFGBILMD_00705	CDS	1674	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
GFGBILMD_00706	CDS	801	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GFGBILMD_00707	CDS	519				hypothetical protein
GFGBILMD_00708	CDS	819				hypothetical protein
GFGBILMD_00709	CDS	1227	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
GFGBILMD_00710	CDS	525	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
